gene,log2FoldChange
RP11-903H12.5,-7.752676521
RP11-392A14.9,-7.747710107
IFFO1,-7.746778125
WASH7P,-7.746373686
VEZF1,-7.745817193
LDB2,-7.744362517
RERE,-7.741471334
BDKRB2,-7.740690187
C6orf201,-7.738691041
SYNC,-7.735043767
JADE1,-7.732651154
KIZ,-7.731402052
BTG2,-7.73107497
ANKRD44,-7.730030756
RP1-34H18.1,-7.72996885
RP4-742C19.13,-7.727159989
FAXC,-7.720634168
DNM1P51,-7.709888094
CRHBP,-7.707187097
RP11-89K11.1,-7.697413866
RP11-39H3.2,-7.696553341
KPNA5,-7.693368779
SECISBP2L,-7.69166102
CACNB4,-7.688320371
KCNN2,-7.679863155
GPM6B,-7.669845905
NPR1,-7.666624458
S1PR1,-7.658867448
SYT15,-7.654559827
PRKAR2B,-7.646597041
CYP46A1,-7.644180476
HSPB2,-7.643254763
LRRC7,-7.642247635
MNT,-7.641521227
RP11-166P13.4,-7.641371079
PCM1,-7.641189635
NPIPA5,-7.639639452
PABPC5,-7.636946971
RP11-703I16.1,-7.635992
CHRM2,-7.632317478
PHYHIP,-7.627119125
KB-1517D11.4,-7.624536325
HLX-AS1,-7.623653393
CDKN2AIP,-7.622908526
RHOJ,-7.622609747
FEM1C,-7.622381084
RORA,-7.622047592
RP11-567J20.2,-7.620593892
VIT,-7.617821594
FP325317.1,-7.616920047
PNMA1,-7.615226174
FGF10,-7.609410824
MUSTN1,-7.607546978
MAOB,-7.602149887
EDNRA,-7.599114028
BCL2,-7.597602669
TES,-7.597039326
ABLIM1,-7.59377328
RASL11A,-7.590711642
KLF15,-7.588078016
MYADM,-7.579900083
AC073316.1,-7.574796418
DES,-7.572932068
RIC3,-7.569288169
BNC2,-7.568747521
FAM188A,-7.56422666
ACTN1,-7.561939252
PRDM11,-7.560026146
MATN2,-7.556957911
INMT,-7.552018794
IER3,-7.551411293
GNAZ,-7.549912568
HSPB2-C11orf52,-7.549890064
USHBP1,-7.541457302
RRN3P1,-7.540498694
GCSAML,-7.536531357
MAP4,-7.535230277
SRPX,-7.534599139
BAG3,-7.52591376
PODN,-7.525321261
RP1-111C20.4,-7.519269784
TDRD10,-7.515871298
C1QTNF9,-7.513026639
GNG11,-7.507674932
AC007392.3,-7.504040092
SCN4B,-7.500123579
KIAA1328,-7.499325509
MASP2,-7.498040022
ISCU,-7.496962183
C8orf88,-7.496031171
TNNT2,-7.494175123
NLGN1,-7.493911902
RP5-1139B12.3,-7.489109674
PDZRN3-AS1,-7.488430162
FOXO3,-7.487954834
ADAMTS8,-7.487706021
DPYSL3,-7.487036355
CDK15,-7.485207761
TSPAN2,-7.484906673
ANKAR,-7.483731965
RP11-468H14.2,-7.48350677
ANGPTL1,-7.482629331
C11orf95,-7.481485185
CTD-2231E14.2,-7.480983703
NUDT16,-7.480344631
NAP1L5,-7.477952334
DCN,-7.467702878
TBX4,-7.467648114
LONRF2,-7.462735066
IQCJ-SCHIP1,-7.460148714
KLHL30,-7.459849196
AGO3,-7.459348791
PNISR,-7.458265645
STX12,-7.45790456
CPXM2,-7.457597862
PAFAH1B1,-7.45750088
FAM124A,-7.448540274
DDX3X,-7.447871238
RP11-459I19.1,-7.446212494
XXbac-BPG299F13.17,-7.446040456
RP11-171I2.1,-7.445712932
TSC2,-7.445246844
CTD-2536I1.2,-7.444982672
USP20,-7.443826411
OGN,-7.443306031
RALGAPA1,-7.442349182
HAPLN2,-7.440379147
GOLGA8Q,-7.440275174
SYNE3,-7.44017855
PER3,-7.439187779
SERINC4,-7.438166981
SLC24A3,-7.426183476
PDGFD,-7.425537141
FAM102B,-7.425394631
ESR1,-7.420929296
OCRL,-7.418894986
RP11-49G2.3,-7.417607169
CNTNAP1,-7.417490913
DUSP8P5,-7.410118751
USP47,-7.408474298
MTTP,-7.40293309
RNF115,-7.401372565
PRKAA2,-7.397845814
MRAS,-7.396674879
10-Sep,-7.396631075
SCN7A,-7.395721722
TRIM63,-7.394803368
ADGRB3,-7.394546041
MKX,-7.390221517
ANKRD40,-7.385976885
TIAM2,-7.385409337
C6orf89,-7.379001172
FAM122A,-7.378841636
MGLL,-7.375491463
FAM117A,-7.373411787
RP11-31F15.2,-7.373043479
SEMA3G,-7.37276353
MIR1-1HG,-7.371519477
AC093642.3,-7.364975825
DIRC3,-7.363526723
CHURC1,-7.362662336
ANKRD53,-7.360215541
CORO6,-7.35953271
ZNF438,-7.358497294
NHSL2,-7.352024905
RP11-863P13.4,-7.3467173
TACC1,-7.342119859
CLIP4,-7.336143509
ACSM5,-7.332005306
RP11-514D23.2,-7.331336764
MIR100HG,-7.32935942
BBS2,-7.327691865
CYGB,-7.327497627
MEIS3P2,-7.325627816
RP11-627G18.1,-7.321749481
RP1-18D14.7,-7.321024697
FKBP5,-7.311474485
HPSE2,-7.311161909
RP11-446H18.1,-7.311088737
LINC-PINT,-7.310535663
RP11-69I8.3,-7.305556806
CTC-429P9.2,-7.30427464
GFRA2,-7.303761151
SKI,-7.302549628
ABCD2,-7.301185123
RP11-243M5.3,-7.301098339
AFF4,-7.300587481
EPB41L2,-7.299330114
VAMP1,-7.296692546
WDR19,-7.296453566
TACR1,-7.291469173
CTD-3252C9.4,-7.290951704
RP11-893F2.14,-7.285566922
ITGB3,-7.27933661
ENDOU,-7.278880286
KLF3-AS1,-7.276293257
TULP2,-7.275289987
RP11-713P17.4,-7.274439717
HBP1,-7.270955316
PWAR6,-7.265691958
AC053503.12,-7.263882961
ANGPTL7,-7.259426634
ATG2B,-7.257542612
NHLRC2,-7.246615499
AC022819.3,-7.237230819
CKMT2-AS1,-7.23153739
ZFP36L1,-7.228256534
DMXL1,-7.227864784
AKAP11,-7.226426414
MYOZ2,-7.220880141
RCBTB2,-7.21969674
RP11-44F14.6,-7.217784629
NISCH,-7.216900921
MYO15B,-7.216396089
WFS1,-7.214396463
SDAD1P1,-7.214063936
AP002954.3,-7.2108988
CACNA2D1,-7.21025706
RP11-547D13.1,-7.208437335
FAM162B,-7.206916017
UGP2,-7.206866259
SMC2-AS1,-7.206713036
CLIP1,-7.204945083
PGM5P3-AS1,-7.202023853
UGCG,-7.201370336
PIK3R1,-7.20118152
CYP21A1P,-7.198822825
TMEM35,-7.197704067
LCN6,-7.193055965
NMUR1,-7.192061847
PRDM2,-7.187088058
PKDCC,-7.185858374
GSTM5,-7.18338487
ARHGEF10,-7.181487921
CREM,-7.178512369
RP11-347I19.7,-7.178336073
CNTN4,-7.178193951
MS4A2,-7.17599853
UBE2Q2P1,-7.175938579
DCHS2,-7.174944375
FAM212B,-7.173166742
PBXIP1,-7.172514294
PCDHGA6,-7.171512662
ADAMTS9,-7.165748606
RP11-51B23.3,-7.15921216
C1QTNF2,-7.156348188
MFN2,-7.155093673
IGSF10,-7.143697675
CGRRF1,-7.142746056
PRKCB,-7.141828451
RP11-496N12.9,-7.140935995
RP11-644F5.10,-7.140813443
RP11-10L7.1,-7.137740176
CHD5,-7.136645214
SCAF8,-7.134208606
SMAD4,-7.134133478
GDF10,-7.131266026
SYT11,-7.131201701
C9orf172,-7.124090291
CTB-152G17.6,-7.122901518
RN7SL689P,-7.119189944
HID1-AS1,-7.116802647
FAM43A,-7.116111066
CYP2U1,-7.115331793
AC015971.2,-7.112867492
UNC5C,-7.110492027
AOC4P,-7.10626359
RP11-211G3.2,-7.105916826
GRIK5,-7.101075747
CAPZA2,-7.098606983
USP54,-7.097981677
RALGDS,-7.096726194
ANK2,-7.0946516
FER,-7.093934053
RP11-128A17.1,-7.093554489
SLC8A1-AS1,-7.092013836
ANGPTL5,-7.086348241
BMX,-7.085216707
CAMK2G,-7.083313337
CLASP1,-7.082401437
SNTA1,-7.082208323
GAS7,-7.081056187
RP11-754B17.1,-7.078020482
RP3-331H24.7,-7.077180121
AGAP1,-7.075076371
AC002398.12,-7.070908015
FRMD6-AS2,-7.070895588
UBE2Q2,-7.066551549
RUFY3,-7.058524825
ANO5,-7.057879059
CYYR1,-7.056845758
AFAP1,-7.056159724
ATXN1,-7.055302481
KLHL5,-7.053574748
CTC-786C10.1,-7.051918498
TTC23,-7.051234525
CTD-3203P2.3,-7.050955164
ST8SIA1,-7.047464279
LURAP1,-7.045897446
IL1RAPL1,-7.04499589
AHDC1,-7.044345137
BCL6,-7.039483656
CCDC81,-7.037654359
RXRG,-7.037122601
RP11-195B17.1,-7.036060288
ZER1,-7.035219661
SMAD9,-7.033589702
FAM120B,-7.032546971
RP11-855A2.5,-7.031569521
CDON,-7.030426907
NIPSNAP3B,-7.029574238
EPHB1,-7.028269393
TANC1,-7.027532045
PGM5-AS1,-7.027459002
TYW3,-7.027281544
FLNB-AS1,-7.019135398
CTD-2366F13.2,-7.019015791
OLFM1,-7.016237056
HIPK4,-7.014238348
CCDC180,-7.013247243
GOLGA8K,-7.011656438
SEC23A,-7.008941562
PIK3C2A,-7.007501587
RP11-514D23.3,-7.004701343
TRAF5,-7.004417343
RP13-554M15.2,-7.002008777
ALS2CR12,-7.001859073
XPNPEP2,-7.001313967
LIX1L,-7.000480915
FGFR1,-6.999878715
ENPP6,-6.999667267
SEPT7P2,-6.99933412
CYB5R3,-6.999201293
PRKD1,-6.998841369
MYH2,-6.998008237
RP11-358B23.7,-6.994472684
DCT,-6.992637205
MXI1,-6.992552207
DPYSL2,-6.99178259
RP11-236L14.2,-6.990280167
GOLGA6L5P,-6.987983016
RP11-165E7.1,-6.987230715
RP4-666F24.3,-6.986115877
AC116035.1,-6.98573461
KIAA1109,-6.985198316
KCTD18,-6.983956942
SF1,-6.982252625
PAPD5,-6.98200003
ALDH6A1,-6.979078628
RP3-425C14.4,-6.9783277
ARMCX1,-6.97819801
AF186192.1,-6.978027802
ZBTB38,-6.975118922
PMP2,-6.975079491
LMCD1,-6.973927233
RP11-434B12.1,-6.972205295
SESTD1,-6.96817078
RP11-120J1.1,-6.967442675
ZBTB21,-6.966933033
ACOT2,-6.965564445
ZXDB,-6.964965797
TMEM220-AS1,-6.961210917
TPSD1,-6.960704404
SLC25A27,-6.957646462
ASH1L,-6.957423384
ITSN1,-6.955309033
RP11-314N13.10,-6.953141211
RP11-814P5.1,-6.952327641
AC093642.5,-6.951464516
CSDC2,-6.94594506
RP4-671O14.7,-6.940768594
RP11-690P14.4,-6.938813828
SYDE2,-6.937367348
LINC00924,-6.936294474
RABEP1,-6.933219741
RAB37,-6.92965911
CTC-439O9.1,-6.928629822
PBX3,-6.926662385
LINC01140,-6.9253324
SGCG,-6.925278186
TMEM108,-6.924952205
SDC2,-6.92267887
KLC1,-6.91908366
NFIB,-6.918314236
BMP5,-6.916416778
RP5-855D21.1,-6.916001736
CPEB1-AS1,-6.910323582
RD3,-6.908642129
CORO1C,-6.906844949
ATL1,-6.905931305
LINC00921,-6.903382895
KDM6B,-6.892608632
PCDHGB7,-6.892552422
FAM8A1,-6.887149341
FPGT-TNNI3K,-6.884388801
ZNF641,-6.884019717
BNIP2,-6.881784484
ZC3H7A,-6.881324887
PRR26,-6.877597075
TXNIP,-6.869625988
MICAL3,-6.868460798
EPC2,-6.865439796
BCO2,-6.86393011
LRCH3,-6.860569719
STX2,-6.856268177
ZSWIM6,-6.85566367
AHCYP2,-6.855089234
PTRF,-6.853961414
ASTL,-6.852324768
RAB44,-6.851347107
SNX1,-6.850444168
RP11-395L14.18,-6.849189294
CTD-2515H24.2,-6.847401117
FOXO1,-6.844087618
WBP4,-6.834420573
ZNF407,-6.832761417
HDAC5,-6.831774464
GYPC,-6.831257515
IL17B,-6.831251793
CHMP3,-6.823930999
PXK,-6.820103782
AC098617.1,-6.817134642
CNKSR3,-6.816000145
ARHGAP6,-6.812178702
MED13L,-6.803225159
AL035610.2,-6.802531939
SETD3,-6.802049995
CLUAP1,-6.800930173
FAM46A,-6.799250356
RP1-151F17.2,-6.798459744
SACS-AS1,-6.797879479
RP11-23J9.4,-6.795934472
2-Mar,-6.795098326
HAND1,-6.791430576
PKHD1L1,-6.788474047
RP11-295M18.6,-6.788117489
CXorf36,-6.785392486
HDC,-6.783566224
STRN3,-6.778124485
CAMTA2,-6.777857504
PCNX,-6.772898757
C14orf159,-6.772598991
MMP27,-6.772534505
GATA1,-6.772141147
PCDHB18P,-6.771736158
HILS1,-6.771422678
FAM87B,-6.770851468
RNF146,-6.768015008
HP09025,-6.76776789
AC004448.2,-6.766647733
PBX1,-6.766609634
OXER1,-6.764920481
CTD-3064M3.7,-6.764639286
RP11-477J21.6,-6.761124755
ASB16,-6.758800413
KLHL13,-6.758378118
NADK2,-6.75818396
MYCT1,-6.757898382
KLF17,-6.757603392
DUSP8,-6.757555737
SLC24A4,-6.757057296
RP11-574O7.1,-6.755684796
DNM1P41,-6.753905714
KCNJ8,-6.7529528
ZC3H12B,-6.752291353
GAS6-AS2,-6.750842888
ZHX2,-6.750675777
GOLGA1,-6.74934536
CEBPD,-6.747482987
FYN,-6.745332942
LCA5,-6.745079837
CCDC102A,-6.742845362
RP1-102K2.9,-6.742322739
RP11-1024P17.1,-6.741756532
RP11-359P5.1,-6.74073471
RP11-461O7.1,-6.738164559
CTNNA3,-6.736695945
SEC31B,-6.735604151
RP11-554E23.2,-6.733503766
PPP2CB,-6.732415549
MACF1,-6.731929441
MYRIP,-6.729450601
EBF3,-6.726897901
SSBP3-AS1,-6.72650638
TPSAB1,-6.723023489
RP11-701H24.4,-6.72193767
LONRF1,-6.717877878
RP11-89C3.3,-6.717117228
SPATA6,-6.716673053
NAALAD2,-6.715559288
RP11-400F19.18,-6.714481013
CH17-472G23.4,-6.71309939
FGF13,-6.71219656
ZDHHC17,-6.711326141
PLEKHO1,-6.711295341
SPON1,-6.709084457
ATP8B2,-6.708964903
CTD-2588E21.1,-6.70624609
RP3-525N10.2,-6.703134036
HHIP-AS1,-6.703117503
ATE1,-6.702571477
PGA4,-6.702043553
CD99L2,-6.700610451
PITRM1-AS1,-6.699634258
CD81-AS1,-6.698891181
PLAGL1,-6.698824047
MYL3,-6.69698625
HMGCLL1,-6.696098534
CTD-2292M16.8,-6.695545737
OSBPL1A,-6.693662805
GRB10,-6.69276545
RP11-88I18.2,-6.685006858
NCKAP1L,-6.68159309
CTC-429P9.5,-6.680379048
KATNAL1,-6.678916193
WDR60,-6.67622294
LHFP,-6.674999213
CSPG4P5,-6.672016497
AC093390.1,-6.671282059
RFTN2,-6.670925959
DUSP19,-6.670404609
RP11-254F7.2,-6.66424185
GLIPR1L2,-6.664236495
ATXN7L1,-6.661854437
OR5K2,-6.661281874
SALL1,-6.656604739
DUSP22,-6.655727093
EIF4B,-6.654086976
DGKB,-6.653909605
CPNE6,-6.649994991
TMEM88,-6.649257743
GIN1,-6.64889632
SNTG2,-6.647308695
GULP1,-6.642237614
RP3-329A5.8,-6.641233152
TTC28,-6.639846604
RPL23AP1,-6.637508376
FBXL17,-6.635227493
LARGE,-6.634634216
STK32B,-6.633416001
LA16c-349E10.1,-6.632620922
HRC,-6.631236656
NCAM1-AS1,-6.630464471
PARM1,-6.629968739
ST13P15,-6.629595978
SPECC1L,-6.629526587
SCAPER,-6.62731363
GOLGA8O,-6.626872643
PMP22,-6.626483468
GKAP1,-6.626103645
C19orf80,-6.625889072
PCP4,-6.625447139
EDNRB,-6.62426165
ETFDH,-6.623355532
CCNI,-6.622349585
CSRNP3,-6.617680256
NRP2,-6.616596993
RP11-473E2.4,-6.615963474
RP11-80I15.1,-6.615589272
RHOQ,-6.615107802
GOLGA8H,-6.614478124
NEXN-AS1,-6.614200598
ACKR1,-6.610528092
COL4A6,-6.609549561
PDLIM5,-6.60929136
ATF4P1,-6.608883585
ATF4P2,-6.608883585
LY6G5B,-6.607291488
ZNF771,-6.606556192
ATP8B4,-6.606335695
GPR155,-6.604848777
ASB5,-6.604397032
CBX6,-6.603063452
TRIB1,-6.602840421
MLYCD,-6.602183492
TMEM232,-6.597711624
RP11-629N8.5,-6.594629792
SMPX,-6.586714246
ZMAT1,-6.585015002
GIGYF2,-6.579527115
LAMC1,-6.577139645
SDC3,-6.574324156
LENG8,-6.573580538
RPTOR,-6.573351193
CTB-50E14.5,-6.572842011
RP11-252A24.2,-6.569830532
RP11-367J11.3,-6.567386099
KCNA2,-6.566582253
SLC45A1,-6.566271828
DUSP2,-6.560389642
RP11-936I5.1,-6.555146059
ACTN3,-6.554374619
RP11-463O9.1,-6.552683949
RUFY2,-6.551717632
SIGLEC17P,-6.549084514
FBXW11,-6.546530781
RP11-119F19.5,-6.546048311
RP11-348N5.7,-6.542993156
PDE3B,-6.542416508
RP11-307E17.8,-6.538557136
SPATA4,-6.536518236
PLEKHA3,-6.536390143
TMTC1,-6.535517436
ADAMTS10,-6.534672565
RP11-59C5.3,-6.532414268
FREM3,-6.528009055
LAMA4,-6.527377124
KLHDC2,-6.526359826
DOCK11,-6.524188141
PGA3,-6.524188015
USP2,-6.52202466
RP11-57K17.1,-6.518230427
RP5-966M1.6,-6.514957848
GUSBP4,-6.513173499
RP11-66B24.4,-6.513135463
KCNH2,-6.512811301
PHF10,-6.510775873
FRMD3,-6.510372124
BCHE,-6.507955145
PDZD9,-6.506096771
UBR3,-6.505409836
C2orf71,-6.50518201
CALCOCO2,-6.504830182
SIDT2,-6.500624915
LONRF3,-6.500194432
HMGN2P19,-6.499174907
RP11-326C3.11,-6.49752681
GNB5,-6.493911167
CYP21A2,-6.493575552
FGF13-AS1,-6.493021315
KCTD20,-6.492582873
HACD1,-6.491321565
MVB12B,-6.491149156
CDS2,-6.489780912
HPD,-6.488842465
EMCN,-6.487085447
CD300LG,-6.486246327
RRN3P2,-6.48382356
ZFAND5,-6.483255264
FLYWCH1,-6.482870256
FAM149A,-6.481520581
KANSL3,-6.478879559
RP11-554A11.9,-6.476470385
GNAQ,-6.473997167
ZCCHC14,-6.471763119
FAM160A2,-6.471178359
ABCC4,-6.469811248
C10orf76,-6.469675309
PFKM,-6.467688578
SNHG14,-6.461035739
PCGF5,-6.460330652
CNTN1,-6.458444809
ALAD,-6.456131985
GRIK1-AS1,-6.455752594
GAB1,-6.450964564
UBE2G2,-6.450282603
CCDC110,-6.447840025
CTB-25B13.5,-6.447691805
ITPK1,-6.44680065
EIF4EBP2,-6.445593956
RP11-170K4.2,-6.442221326
PDK2,-6.440927361
LINC01197,-6.437987104
GYPE,-6.433891979
CTB-12A17.2,-6.433377951
KANK3,-6.431769604
NPTN,-6.431675602
EEF1A1P5,-6.430648867
FOXJ2,-6.430640565
HPGDS,-6.430300813
RNF11,-6.426565728
AKAP2,-6.425976402
C10orf32,-6.425621986
PRRG3,-6.425245659
TBC1D17,-6.424150058
RP11-531A24.7,-6.423775913
U91328.19,-6.41959328
STAB2,-6.418920175
NID1,-6.418568118
NAP1L2,-6.416603728
CD55,-6.416401933
RAMP1,-6.41508299
EVA1C,-6.414809466
MEG3,-6.413262696
CA14,-6.413218629
NEURL2,-6.412509261
RP11-208N14.4,-6.410913096
CTC-425O23.2,-6.404000562
DPT,-6.401888037
PPARA,-6.401056814
NR2F1-AS1,-6.399901591
SNX21,-6.397472321
FGF7,-6.391112548
HTR1B,-6.390800032
DLC1,-6.388749215
RP11-304C12.5,-6.38746855
RPGR,-6.387219159
GPX3,-6.38324925
PART1,-6.380355121
IRAK3,-6.380144242
KCNIP3,-6.379504009
SRSF5,-6.378671551
PRKACB,-6.377145342
IL6,-6.375508676
DUSP5,-6.372560253
GREM2,-6.372399222
RP11-724O16.1,-6.371757493
IL13,-6.366330573
RP11-1079K10.3,-6.364860834
RPE65,-6.362310263
LINC01126,-6.361499678
PPP1R1A,-6.361160183
RP11-264B14.1,-6.360068473
GRK5,-6.359183597
GLYR1,-6.354254606
CTD-2647L4.4,-6.353297199
PPAPDC3,-6.352371
ALDH2,-6.35169744
UNKL,-6.351569317
CD200,-6.345584869
RGS9,-6.345267535
CLK4,-6.341012447
KLF11,-6.340591012
DZIP3,-6.340375783
RP11-7F17.3,-6.339276038
MAST2,-6.338565547
TLN2,-6.337600502
ARMC8,-6.337577911
BDKRB1,-6.337312211
SERBP1P6,-6.336306293
HECTD4,-6.336263474
RSPO1,-6.332694523
ZNF333,-6.330593475
RBL2,-6.326311824
KIF5B,-6.325439783
RP11-456K23.1,-6.324408775
PLEKHO2,-6.324199451
AC114730.2,-6.323191453
FAM110B,-6.318281988
KIF1B,-6.316709637
ADCY2,-6.311894
JMJD1C,-6.310760521
ST5,-6.31015412
RP11-73M7.6,-6.309844385
CPQ,-6.309268097
SMARCD3,-6.306664326
ADRA2A,-6.304503692
NACAD,-6.302532651
MEOX1,-6.301952367
MED14OS,-6.298161315
HIC1,-6.294763936
RP11-16P20.4,-6.293439718
PCDHGA11,-6.293022552
ARRDC4,-6.292480431
LTBP3,-6.290545046
FBLN2,-6.287827844
MKL2,-6.284957477
KIF19,-6.282147477
UIMC1,-6.281599222
AC109642.1,-6.280768633
CYP20A1,-6.278395454
OTOGL,-6.275020757
SLC39A14,-6.274877309
EPHX2,-6.272032904
ZFX,-6.271043829
RP11-552M11.8,-6.270433402
RP11-412D9.4,-6.270284692
CHRD,-6.270253149
SLC8A3,-6.267608235
ANO6,-6.264527213
KCNK3,-6.264435344
TRANK1,-6.262864666
EVC,-6.260294169
RP11-486G15.2,-6.259233457
PDE7B,-6.259035085
POM121L9P,-6.25762594
HHIP,-6.255891798
RP11-87H9.5,-6.248872811
NFE2L2,-6.248767788
C5,-6.245303859
C1orf123,-6.245199971
PRDX3P1,-6.244835781
RP11-342A23.2,-6.240926073
C15orf41,-6.238618802
RP11-326G21.1,-6.238489811
CTC-276P9.4,-6.235574318
VPS39,-6.235535218
C8orf46,-6.235426745
ADCYAP1,-6.232023652
RP3-523C21.2,-6.230570939
MAP3K8,-6.230240813
RP11-113K21.6,-6.229514343
RP11-138H8.6,-6.229252925
RIC8B,-6.228676326
TXNDC15,-6.228078738
ETS2,-6.227644254
CFLAR,-6.226028618
EIF1B,-6.22581241
RP11-444D3.1,-6.224352573
CTD-2135D7.5,-6.218619914
LAMB2,-6.218387958
RABGEF1,-6.215780517
SEMA3E,-6.215587224
DOPEY1,-6.213514758
RP11-425D17.1,-6.209069292
SMYD4,-6.206483769
SIN3A,-6.203636811
TSLP,-6.199668888
LINC00092,-6.198006933
SLC8A2,-6.197275658
JUND,-6.197241977
ENPP3,-6.195732201
SLC2A13,-6.194961223
RP11-179G5.1,-6.193632572
SACS,-6.192548242
SOD3,-6.191474247
KCNN3,-6.190959091
RP11-454E5.4,-6.190734723
GPM6A,-6.188234197
TAB2,-6.18284023
CTC-332L22.1,-6.180622778
PHLDB2,-6.179439502
CSPG4,-6.178305778
BEND3P3,-6.177001601
ACR,-6.176396779
SETX,-6.176369933
LRRC4B,-6.176363193
LINC00595,-6.174879035
NTF3,-6.173584498
GS1-124K5.12,-6.172413319
ZNF34,-6.172385988
GNA11,-6.168794348
CCM2L,-6.167460161
ABC7-42404400C24.1,-6.167220086
RP11-148L24.1,-6.165899983
DOC2GP,-6.165349969
GLI1,-6.164600479
SENP7,-6.164357226
RP11-276H19.1,-6.164148398
PCF11,-6.162044132
NRXN2,-6.16035657
TPST1,-6.160131753
ALPK3,-6.159594716
ZNF366,-6.155676405
ATM,-6.15383275
CD81,-6.153485536
DACT3-AS1,-6.151024334
SOCS5,-6.146341075
KCNMA1-AS1,-6.144518062
SEMA3A,-6.142677469
WASF3,-6.14253249
EEF1A1,-6.142266286
RP4-621F18.2,-6.141758936
AVPR2,-6.140008514
PCDHGA2,-6.138838065
RP11-254F19.4,-6.137895629
TXNRD1,-6.134104686
RP11-293M10.6,-6.131265882
RP13-582O9.6,-6.130125573
OTUD7A,-6.128739815
FLJ33360,-6.128658287
LINC00694,-6.1276479
CXCR2,-6.127157756
CHD9,-6.127095783
NLRP2P,-6.126150333
RGL1,-6.126114826
ZYX,-6.12519298
ACTA1,-6.12482915
SENP6,-6.122718572
PHLDB1,-6.120631887
RP11-389G6.3,-6.118840566
HEPH,-6.117572108
PDE4B,-6.116350602
RCVRN,-6.109612153
RP4-614O4.13,-6.108201777
RP11-228B15.4,-6.10669409
PPP2R5C,-6.104175478
RAB27A,-6.102931514
PHKB,-6.093568663
PIPOX,-6.091164919
KIF13B,-6.090118825
WHAMMP2,-6.089860704
CTC-490E21.11,-6.089625543
LINC00989,-6.088306366
TRAF3IP2-AS1,-6.088143177
ATP9B,-6.086085746
AC003090.1,-6.079630971
CCPG1,-6.078823177
RP3-355L5.4,-6.077393142
RP11-81A1.6,-6.076558145
PHLPP2,-6.073738975
SLC2A8,-6.070600064
HAR1A,-6.070385984
CHD2,-6.069687987
PTGER3,-6.069124996
TTC12,-6.06847074
LINC00629,-6.066029419
B4GAT1,-6.065734732
RP11-761I4.4,-6.054505693
RP5-1039K5.12,-6.051624783
SH3RF3,-6.05110857
RASSF8,-6.048818318
8-Mar,-6.04549441
VSTM2A,-6.045383222
FTO,-6.042193169
GABRR2,-6.04098893
RP11-1212A22.4,-6.039662093
RP11-56M3.1,-6.039075147
RP11-501J20.5,-6.038269725
SCUBE3,-6.035339711
MKX-AS1,-6.034352425
TPSB2,-6.033924163
TMEM9B-AS1,-6.03134363
B3GALNT2,-6.030192708
TMEM72-AS1,-6.029304611
SEPHS1P6,-6.028905165
XKR4,-6.026208026
PCDHGA12,-6.025983965
TFE3,-6.022939049
PELI3,-6.020765441
GSN-AS1,-6.020003943
NUMB,-6.017005394
RBKS,-6.016943422
PRKCA,-6.013466974
RP4-734G22.3,-6.013437048
GLUD1P3,-6.013159835
RP11-505K9.4,-6.012123485
NICN1,-6.011969369
CNNM1,-6.010773548
ABCB5,-6.006330953
ULK4P2,-6.005101996
TXLNB,-6.004017346
MAP1LC3C,-6.00123707
SATB1,-6.000285697
SCMH1,-5.997935576
ACAT1,-5.996861591
ATL3,-5.996014355
CCDC80,-5.995957739
SERTAD1,-5.995768052
SPAG8,-5.993513719
ZNF330,-5.992482006
PPP3CC,-5.98950314
IGDCC4,-5.986414499
SNTB2,-5.986135081
FBXL5,-5.985193202
TNRC6B,-5.984235748
GRIK3,-5.983220668
IL1RL1,-5.98249491
ZC3H13,-5.977518014
SOGA1,-5.975882032
RP1-151F17.1,-5.975548851
HFM1,-5.975446658
KLHL33,-5.973924032
ANKRD29,-5.973513001
ST13P5,-5.973270054
CCND2-AS1,-5.97326699
EYA4,-5.968921258
HIGD1AP11,-5.968665681
LYRM7,-5.96258426
PKD1P6,-5.961492612
GPR162,-5.959386194
ASXL3,-5.956945748
GABBR1,-5.955396051
JAKMIP3,-5.95535175
LINC00882,-5.9544663
AC003104.1,-5.954369731
CTSF,-5.953660401
PPP1R15B,-5.949963451
GJC1,-5.94943639
NPIPA1,-5.949189136
CAMK2D,-5.946139568
C2CD4B,-5.945279905
DET1,-5.944157466
RAB3GAP1,-5.944083664
PRDM5,-5.94407484
EGR2,-5.938440054
SESN1,-5.936972522
ETF1,-5.936420779
GCOM1,-5.934981642
COQ10B,-5.927906444
AC098614.2,-5.927220794
TTC3P1,-5.9253227
ZFHX4,-5.924225615
RP11-346C20.4,-5.919539359
CBLB,-5.916870243
SHISA6,-5.914680926
NFKBIZ,-5.914283845
RP13-516M14.1,-5.911680938
RP11-46J23.1,-5.907608697
CTD-2536I1.3,-5.906370128
PPP1R15A,-5.906126448
C1orf140,-5.905909725
LINC00570,-5.905904103
MKLN1,-5.901434121
RP11-893F2.13,-5.898274508
MYL6,-5.896839218
RIMKLBP2,-5.896218541
CASZ1,-5.896163683
RP11-864N7.4,-5.895884357
TEK,-5.895630035
RP11-401P9.4,-5.892968684
RP11-506B6.6,-5.892546307
ATN1,-5.890723037
RP11-728E14.3,-5.889810695
RANP4,-5.889531099
MYOZ3,-5.889035982
RP11-672L10.2,-5.888809017
WDR7,-5.888685539
SNX29,-5.88535764
LYST,-5.882198464
BAZ2B,-5.880478343
